,title,genres,genres_list,release_date,budget,revenue,tmdbid,imdbid,runtime,vote_average,vote_count,keywords,keywords_list
2534,Superman III ( 1983 ),Comedy|Action|Adventure|Fantasy|Science Fiction,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",1983-06-17,39000000,75850624,9531,9531,125.0,5.3,500,saving the world|dc comics|super computer|identity crisis|loss of powers|sequel|superhero|based on comic|hacking|super powers|superhuman strength,"['saving the world', 'dc comics', 'super computer', 'identity crisis', 'loss of powers', 'sequel', 'superhero', 'based on comic', 'hacking', 'super powers', 'superhuman strength']"
2535,Superman IV: The Quest for Peace ( 1987 ),Action|Adventure|Science Fiction,"['Action', 'Adventure', 'Science Fiction']",1987-07-23,17000000,19300000,11411,11411,90.0,4.1,327,saving the world|dc comics|mountain|nuclear missile|u.s. army|alter ego|sequel|superhero|laboratory|convertible|catholic school|newspaper editor|nuclear weapons|disarmament|volcanic eruption|great wall of china|super powers|superhuman strength,"['saving the world', 'dc comics', 'mountain', 'nuclear missile', 'u.s. army', 'alter ego', 'sequel', 'superhero', 'laboratory', 'convertible', 'catholic school', 'newspaper editor', 'nuclear weapons', 'disarmament', 'volcanic eruption', 'great wall of china', 'super powers', 'superhuman strength']"
2536,Dracula ( 1931 ),Horror,['Horror'],1931-02-12,355000,1012189,138,138,72.0,7.2,254,transylvania|based on novel|monster|castle|vampire|dracula|spider|count|based on play or musical|undead|sanitarium|classic horror|lunatic,"['transylvania', 'based on novel', 'monster', 'castle', 'vampire', 'dracula', 'spider', 'count', 'based on play or musical', 'undead', 'sanitarium', 'classic horror', 'lunatic']"
2539,Frankenstein ( 1931 ),Drama|Horror|Science Fiction,"['Drama', 'Horror', 'Science Fiction']",1931-11-21,291000,12000000,3035,3035,71.0,7.3,295,fire|monster|experiment|frankenstein|laboratory|mad doctor|girl|classic horror|body part|villager,"['fire', 'monster', 'experiment', 'frankenstein', 'laboratory', 'mad doctor', 'girl', 'classic horror', 'body part', 'villager']"
2548,The Rocky Horror Picture Show ( 1975 ),Comedy|Horror|Music|Science Fiction,"['Comedy', 'Horror', 'Music', 'Science Fiction']",1975-08-14,1200000,112892319,36685,36685,100.0,7.4,703,transvestism|transylvania|sex|marriage proposal|time warp|castle|musical|undressing|motorcycle|rock 'n' roll|cult classic|audience participation|dark and stormy night|creator creation relationship|lips,"['transvestism', 'transylvania', 'sex', 'marriage proposal', 'time warp', 'castle', 'musical', 'undressing', 'motorcycle', ""rock 'n' roll"", 'cult classic', 'audience participation', 'dark and stormy night', 'creator creation relationship', 'lips']"
2550,It Came from Hollywood ( 1982 ),Comedy|Documentary,"['Comedy', 'Documentary']",1982-12-10,5000000,2091037,30168,30168,80.0,6.0,12,film making|narration|b movie,"['film making', 'narration', 'b movie']"
2553,The War of the Worlds ( 1953 ),Horror|Science Fiction|Thriller,"['Horror', 'Science Fiction', 'Thriller']",1953-08-13,2000000,2000000,8974,8974,85.0,6.8,172,lasergun|space marine|dystopia|space invasion|alien invasion,"['lasergun', 'space marine', 'dystopia', 'space invasion', 'alien invasion']"
2562,Notting Hill ( 1999 ),Romance|Comedy|Drama,"['Romance', 'Comedy', 'Drama']",1999-05-13,42000000,363889678,509,509,124.0,7.0,1309,london england|bookshop|birthday|new love|film maker|paparazzi|press conference|wheelchair|bath tub|cohabitant|friendship|fame|celebration|movie star|spectacle,"['london england', 'bookshop', 'birthday', 'new love', 'film maker', 'paparazzi', 'press conference', 'wheelchair', 'bath tub', 'cohabitant', 'friendship', 'fame', 'celebration', 'movie star', 'spectacle']"
2563,The Thirteenth Floor ( 1999 ),Thriller|Science Fiction|Mystery,"['Thriller', 'Science Fiction', 'Mystery']",1999-04-16,16000000,18564088,1090,1090,100.0,6.8,381,artificial intelligence|simulation|computer program|virtual reality|dystopia|murder|los angeles,"['artificial intelligence', 'simulation', 'computer program', 'virtual reality', 'dystopia', 'murder', 'los angeles']"
2576,Limbo ( 1999 ),Adventure|Drama|Thriller,"['Adventure', 'Drama', 'Thriller']",1999-06-04,8000000,1997807,62676,62676,126.0,7.0,17,,[]
2577,Austin Powers: The Spy Who Shagged Me ( 1999 ),Adventure|Comedy|Crime|Science Fiction,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",1999-06-08,33000000,310940086,817,817,95.0,6.1,1034,saving the world|moon|submarine|clone|spy|cia|showdown|android|usa president|exotic island|cat|lasergun|nasa|undercover|space marine|car journey|auto|time travel|supermodel|single|aftercreditsstinger|duringcreditsstinger,"['saving the world', 'moon', 'submarine', 'clone', 'spy', 'cia', 'showdown', 'android', 'usa president', 'exotic island', 'cat', 'lasergun', 'nasa', 'undercover', 'space marine', 'car journey', 'auto', 'time travel', 'supermodel', 'single', 'aftercreditsstinger', 'duringcreditsstinger']"
2580,The Red Violin ( 1998 ),Drama|Thriller|Mystery|Music|Romance,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']",1998-09-10,18000000,9495408,14283,14283,131.0,7.2,101,auction|violin,"['auction', 'violin']"
2581,Tarzan ( 1999 ),Adventure|Animation|Drama|Family,"['Adventure', 'Animation', 'Drama', 'Family']",1999-06-18,150000000,448000000,37135,37135,88.0,7.1,1715,gorilla|baby|adoption|feral child|nest|animation|jungle|camp|orphan,"['gorilla', 'baby', 'adoption', 'feral child', 'nest', 'animation', 'jungle', 'camp', 'orphan']"
2582,The General's Daughter ( 1999 ),Crime|Drama|Mystery|Thriller,"['Crime', 'Drama', 'Mystery', 'Thriller']",1999-06-18,60000000,149705852,2275,2275,116.0,6.1,209,suicide|detective|based on novel|bondage|general|paranoia|nudity|u.s. army|investigation|politics|cover-up|murder|betrayal|conspiracy|gang rape|father daughter relationship|videotape|military law,"['suicide', 'detective', 'based on novel', 'bondage', 'general', 'paranoia', 'nudity', 'u.s. army', 'investigation', 'politics', 'cover-up', 'murder', 'betrayal', 'conspiracy', 'gang rape', 'father daughter relationship', 'videotape', 'military law']"
2584,An Ideal Husband ( 1999 ),Drama|Comedy|Romance,"['Drama', 'Comedy', 'Romance']",1999-04-15,14000000,18535191,24137,24137,97.0,6.3,47,,[]
2586,Run Lola Run ( 1998 ),Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']",1998-08-20,1530000,7267585,104,104,81.0,7.2,672,berlin|casino|nun|red hair|running|homeless person|supermarket|ambulance|subway|daughter|money|fate,"['berlin', 'casino', 'nun', 'red hair', 'running', 'homeless person', 'supermarket', 'ambulance', 'subway', 'daughter', 'money', 'fate']"
2588,Big Daddy ( 1999 ),Comedy|Drama,"['Comedy', 'Drama']",1999-06-25,34200000,234801895,9032,9032,93.0,6.2,898,bachelor|law|vomit|syracuse university|law school|young boy|politically incorrect|wetting pants|central park|public urination|child's point of view|responsibility|immaturity,"['bachelor', 'law', 'vomit', 'syracuse university', 'law school', 'young boy', 'politically incorrect', 'wetting pants', 'central park', 'public urination', ""child's point of view"", 'responsibility', 'immaturity']"
2590,The Dinner Game ( 1998 ),Comedy,['Comedy'],1998-04-15,12500000,78599508,9421,9421,80.0,7.7,408,fool|tax inspector,"['fool', 'tax inspector']"
2593,Arachnophobia ( 1990 ),Comedy|Horror,"['Comedy', 'Horror']",1990-08-09,31000000,53208180,6488,6488,103.0,6.2,445,small town|outbreak|exterminator|spider bite|creature feature|spider queen|animal attack|spiders|invasive species|arachnophobia|animal horror|spider general,"['small town', 'outbreak', 'exterminator', 'spider bite', 'creature feature', 'spider queen', 'animal attack', 'spiders', 'invasive species', 'arachnophobia', 'animal horror', 'spider general']"
2595,Wild Wild West ( 1999 ),Action|Adventure|Comedy|Science Fiction|Western,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",1999-06-29,170000000,222104681,8487,8487,106.0,5.1,1042,steampunk|based on tv series|steam locomotive|drag,"['steampunk', 'based on tv series', 'steam locomotive', 'drag']"
2600,American Pie ( 1999 ),Comedy|Romance,"['Comedy', 'Romance']",1999-07-09,11000000,235483004,2105,2105,95.0,6.4,2358,graduation|innocence|coming of age|teenager|high school student|pie|teen comedy|teenage sexuality|exchange student|sitting on a toilet|voyeurism|virginity|laxative|prom night,"['graduation', 'innocence', 'coming of age', 'teenager', 'high school student', 'pie', 'teen comedy', 'teenage sexuality', 'exchange student', 'sitting on a toilet', 'voyeurism', 'virginity', 'laxative', 'prom night']"
2603,Muppets from Space ( 1999 ),Fantasy|Comedy|Science Fiction|Family,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",1999-07-14,24000000,16290976,10208,10208,87.0,5.8,94,puppet|the muppets,"['puppet', 'the muppets']"
2604,The Blair Witch Project ( 1999 ),Horror|Mystery,"['Horror', 'Mystery']",1999-07-14,60000,248000000,2667,2667,81.0,6.3,1090,witch|voodoo|legend|sorcery|maryland|forest|footage|horror|true|student|lost|found footage|film,"['witch', 'voodoo', 'legend', 'sorcery', 'maryland', 'forest', 'footage', 'horror', 'true', 'student', 'lost', 'found footage', 'film']"
2606,Eyes Wide Shut ( 1999 ),Mystery|Drama,"['Mystery', 'Drama']",1999-07-14,65000000,162091208,345,345,159.0,7.1,1266,life and death|sexual obsession|free love|heterosexual|christmas party|eroticism|orgy|masked ball|marijuana|illegal prostitution,"['life and death', 'sexual obsession', 'free love', 'heterosexual', 'christmas party', 'eroticism', 'orgy', 'masked ball', 'marijuana', 'illegal prostitution']"
2607,Lake Placid ( 1999 ),Horror|Comedy|Action|Science Fiction|Thriller,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",1999-07-15,27000000,56870414,9825,9825,82.0,5.5,251,diving|sheriff|lake|crocodile|deputy|paleontologist|cow|maine|decapitation|severed head|scientist|remote|tooth|bear attack|campfire|severed toe|torso cut in half|giant crocodile|crocodile attack|animal horror,"['diving', 'sheriff', 'lake', 'crocodile', 'deputy', 'paleontologist', 'cow', 'maine', 'decapitation', 'severed head', 'scientist', 'remote', 'tooth', 'bear attack', 'campfire', 'severed toe', 'torso cut in half', 'giant crocodile', 'crocodile attack', 'animal horror']"
2608,The Wood ( 1999 ),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",1999-07-16,6000000,25059640,16158,16158,106.0,7.1,34,,[]
2610,Ghostbusters ( 1984 ),Comedy|Fantasy,"['Comedy', 'Fantasy']",1984-06-07,30000000,295212467,620,620,107.0,7.3,2431,mythology|loser|marshmallow|slime|supernatural powers|nerd|environmental protection agency|hybrid|possession|new york city twin towers|haunting|gate keeper|giant monster|paranormal phenomena|receptionist|ghost|duringcreditsstinger,"['mythology', 'loser', 'marshmallow', 'slime', 'supernatural powers', 'nerd', 'environmental protection agency', 'hybrid', 'possession', 'new york city twin towers', 'haunting', 'gate keeper', 'giant monster', 'paranormal phenomena', 'receptionist', 'ghost', 'duringcreditsstinger']"
2611,Ghostbusters II ( 1989 ),Comedy|Fantasy,"['Comedy', 'Fantasy']",1989-06-15,37000000,215394738,2978,2978,108.0,6.3,1131,slime|ghostbuster|product placement|reincarnation|painting|crude humor|scream|single mother|old flame|courtroom|book store|chrysler building|river of slime|revolving door|reference to slinky|occult research,"['slime', 'ghostbuster', 'product placement', 'reincarnation', 'painting', 'crude humor', 'scream', 'single mother', 'old flame', 'courtroom', 'book store', 'chrysler building', 'river of slime', 'revolving door', 'reference to slinky', 'occult research']"
2612,Drop Dead Gorgeous ( 1999 ),Comedy,['Comedy'],1999-07-23,10000000,10571408,10490,10490,98.0,6.5,88,minnesota|mother role|beauty contest|girl from the province|hicktown|evil mother|mother daughter relationship|envy|pretty woman|mocumentary,"['minnesota', 'mother role', 'beauty contest', 'girl from the province', 'hicktown', 'evil mother', 'mother daughter relationship', 'envy', 'pretty woman', 'mocumentary']"
2613,The Haunting ( 1999 ),Horror|Thriller|Fantasy|Mystery,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",1999-07-23,80000000,91188905,11618,11618,113.0,5.2,374,based on novel|trauma|castle|haunted house|insomnia|bone|poster|painting|remake|haunting|child labor|audio recording|spiral staircase|evil|loner|researcher|insomniac|paranormal activity|logbook| strange noise|spook|cherub,"['based on novel', 'trauma', 'castle', 'haunted house', 'insomnia', 'bone', 'poster', 'painting', 'remake', 'haunting', 'child labor', 'audio recording', 'spiral staircase', 'evil', 'loner', 'researcher', 'insomniac', 'paranormal activity', 'logbook', '\xa0strange noise', 'spook', 'cherub']"
2615,Trick ( 1999 ),Comedy|Romance,"['Comedy', 'Romance']",1999-07-23,450000,2049595,1812,1812,89.0,6.7,24,gay|drag queen|screenwriter|one-night stand|stripper|independent film|gay relationship|new york city|it burns,"['gay', 'drag queen', 'screenwriter', 'one-night stand', 'stripper', 'independent film', 'gay relationship', 'new york city', 'it burns']"
2616,Deep Blue Sea ( 1999 ),Action|Science Fiction|Thriller,"['Action', 'Science Fiction', 'Thriller']",1999-07-28,60000000,73648228,8914,8914,105.0,5.6,616,shark attack|shark|alzheimer's disease|killer shark|no opening credits,"['shark attack', 'shark', ""alzheimer's disease"", 'killer shark', 'no opening credits']"
2617,Mystery Men ( 1999 ),Adventure|Fantasy|Action|Comedy|Science Fiction,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",1999-08-06,68000000,29762011,9824,9824,121.0,5.7,255,bowling|hostage|sphinx|training|insane asylum|tools|frankenstein|casanova|superhero|based on comic|independent film|comedy|spoof|skull|shovel|disco|superhero spoof|invisible man|dark horse comics|invisibility|rajah|bowling ball|spleen|evil genius,"['bowling', 'hostage', 'sphinx', 'training', 'insane asylum', 'tools', 'frankenstein', 'casanova', 'superhero', 'based on comic', 'independent film', 'comedy', 'spoof', 'skull', 'shovel', 'disco', 'superhero spoof', 'invisible man', 'dark horse comics', 'invisibility', 'rajah', 'bowling ball', 'spleen', 'evil genius']"
2618,Runaway Bride ( 1999 ),Comedy|Romance,"['Comedy', 'Romance']",1999-07-30,70000000,309457509,4806,4806,116.0,5.8,472,small town|self-discovery|just married|reporter|wedding|relationship,"['small town', 'self-discovery', 'just married', 'reporter', 'wedding', 'relationship']"
2622,Spartacus ( 1960 ),Action|Drama|History,"['Action', 'Drama', 'History']",1960-10-06,12000000,60000000,967,967,197.0,7.3,472,gladiator|roman empire|gladiator fight|slavery|insurgence|ancient rome|torture|ancient world|slave|escaped slave|julius caesar,"['gladiator', 'roman empire', 'gladiator fight', 'slavery', 'insurgence', 'ancient rome', 'torture', 'ancient world', 'slave', 'escaped slave', 'julius caesar']"
2623,Lolita ( 1962 ),Drama|Romance,"['Drama', 'Romance']",1962-06-13,2000000,9250000,802,802,153.0,7.3,409,sexual obsession|hotel|depression|loss of mother|small town|flirt|midlife crisis|eroticism|youngster|lolita|motel|diary|seduction|forbidden love|professor for literature|provocation|fascination|one-sided love|widow|adoptive father|loss of husband|summer camp|secret love,"['sexual obsession', 'hotel', 'depression', 'loss of mother', 'small town', 'flirt', 'midlife crisis', 'eroticism', 'youngster', 'lolita', 'motel', 'diary', 'seduction', 'forbidden love', 'professor for literature', 'provocation', 'fascination', 'one-sided love', 'widow', 'adoptive father', 'loss of husband', 'summer camp', 'secret love']"
2624,Barry Lyndon ( 1975 ),Drama|Romance|War,"['Drama', 'Romance', 'War']",1975-12-18,11000000,20000000,3175,3175,184.0,7.7,521,palace|british army|fencing|epic|debt|ireland|british soldier|seven years war|nobility|prussia,"['palace', 'british army', 'fencing', 'epic', 'debt', 'ireland', 'british soldier', 'seven years war', 'nobility', 'prussia']"
2627,Vibes ( 1988 ),Romance|Action|Comedy,"['Romance', 'Action', 'Comedy']",1988-08-05,1884000,1883811,21185,21185,99.0,6.0,10,psychokinesis|psychic power|incan,"['psychokinesis', 'psychic power', 'incan']"
2629,The Golden Child ( 1986 ),Action|Adventure|Comedy,"['Action', 'Adventure', 'Comedy']",1986-12-12,25000000,79817939,10136,10136,94.0,5.6,311,monk|social worker|wretch|tibet|demon|evil|missing person|mysticism|reluctant hero,"['monk', 'social worker', 'wretch', 'tibet', 'demon', 'evil', 'missing person', 'mysticism', 'reluctant hero']"
2633,The Color Purple ( 1985 ),Drama,['Drama'],1985-12-18,15000000,146292009,873,873,154.0,7.7,345,prison|africa|southern usa|rape|black people|sister sister relationship|jazz|violent father|violent husband|empowerment|adoption|jazz musician|letter|incest,"['prison', 'africa', 'southern usa', 'rape', 'black people', 'sister sister relationship', 'jazz', 'violent father', 'violent husband', 'empowerment', 'adoption', 'jazz musician', 'letter', 'incest']"
2637,Native Son ( 1986 ),Drama,['Drama'],1986-12-24,2000000,1301121,108312,108312,111.0,2.0,2,chauffeur|paranoia,"['chauffeur', 'paranoia']"
2639,The Mission ( 1986 ),Adventure|Drama|Action|History,"['Adventure', 'Drama', 'Action', 'History']",1986-09-29,24500000,17218023,11416,11416,126.0,7.1,295,christianity|mission|colonisation|south america|spanish|18th century|indigenous peoples|assimilation|jesuit priest,"['christianity', 'mission', 'colonisation', 'south america', 'spanish', '18th century', 'indigenous peoples', 'assimilation', 'jesuit priest']"
